,headline,cleaned headline,score,sentiment
4342,"China coking coal, coke futures surge to record highs on supply woes",china coke coal coke futur surg record high suppli woe,0.16,Positive
4343,HDFC Bank hits 52-week high after Q2 earnings beat estimates,hdfc bank hit week high q earn beat estim,0.16,Positive
4344,HCL Tech dips post Q2 results,hcl tech dip post q result,0.0,Neutral
4345,Rising yields reflection of healthy economy: Manulife Investment Management,rise yield reflect healthi economi manulif invest manag,0.0,Neutral
4346,Asian markets jittery ahead of China GDP,asian market jitteri ahead china gdp,0.0,Neutral
4347,Chinese and Hong Kong stock markets fall as China Q3 GDP misses estimates,chines hong kong stock market fall china q gdp miss estim,0.0,Neutral
4348,Here's a look at buzzing stocks for trade on Oct 18,look buzz stock trade oct,0.0,Neutral
4349,"Key bond market deals: NABARD, IOC, HDFC",key bond market deal nabard ioc hdfc,0.0,Neutral
4350,"Monday's top brokerage calls: HDFC Bank, HCL Tech and Avenue Supermarts",monday top brokerag call hdfc bank hcl tech avenu supermart,0.5,Positive
4351,"MarketBuzz Podcast With Ekta Batra: Sensex, Nifty likely to open higher amid mixed global cues; HDFC Bank, HCL Tech in focus",marketbuzz podcast ekta batra sensex nifti like open higher amid mix global cue hdfc bank hcl tech focu,0.08333333333333333,Positive
4352,Trade setup for Oct 18: Profit booking likely as Nifty50 extends winning run? Key market cues before Monday’s session,trade setup oct profit book like nifti extend win run key market cue monday session,0.4,Positive
4353,10 things to know before opening bell on October 18,thing know open bell octob,0.0,Neutral
4354,CNBC-TV18’s top stocks to watch out for on October 18,cnbc tv top stock watch octob,0.5,Positive
4355,Dollar wavering as global inflation surges,dollar waver global inflat surg,0.0,Neutral
4356,Market cap of eight of top-10 most valued firms jump over Rs 1.52 lakh crore,market cap eight top valu firm jump rs lakh crore,0.15,Positive
4357,"The Week Ahead: Corporate earnings, MPC minutes, Fed speeches likely to be in focus",week ahead corpor earn mpc minut fed speech like focu,0.0,Neutral
4358,"FPIs turn net sellers in capital markets in October so far, pull out net Rs 1,472 crore",fpi turn net seller capit market octob far pull net rs crore,0.03333333333333333,Positive
4359,"Best week for Nifty50 in over a month boosted by PSU banking, auto stocks; Nifty Bank soars 4%",best week nifti month boost psu bank auto stock nifti bank soar,1.0,Positive
4360,DMart Q2 results: Net profit spikes 110% to Rs 417.8 crore,dmart q result net profit spike rs crore,0.0,Neutral
4361,"HDFC Bank Q2 results: Net profit jumps 18% to Rs 8,834.3 crore, beats estimates",hdfc bank q result net profit jump rs crore beat estim,0.0,Neutral
4362,"IPOs of Adani Wilmar, Star Health Insurance get Sebi nod",ipo adani wilmar star health insur get sebi nod,0.0,Neutral
4363,Oyo Rooms IPO: Key risks to watch out for,oyo room ipo key risk watch,0.0,Neutral
4364,PNB Housing calls off stake sale to Carlyle Group,pnb hous call stake sale carlyl group,0.0,Neutral
4365,Dollar set to snap 5-week win but yen hits lowest in almost 3 years,dollar set snap week win yen hit lowest almost year,0.8,Positive
4366,"Oil prices rise on tight supply, set for weekly gain of more than 2%",oil price rise tight suppli set weekli gain,-0.17857142857142858,Negative
4367,Asian shares track US peers higher,asian share track us peer higher,0.125,Positive
4368,"Market holiday today: BSE, NSE shut on account of Dussehra",market holiday today bse nse shut account dussehra,0.0,Neutral
4369,"Bulls Charge Ahead: Optimistic about economic recovery, says Sunil Singhania",bull charg ahead optimist econom recoveri say sunil singhania,0.0,Neutral
4370,"Well-run private sector financials have potential to grow profitably, says Prashant Khemka",well run privat sector financi potenti grow profit say prashant khemka,0.0,Neutral
4371,Century Textiles Q2 earnings: Net income at Rs 54 crore,centuri textil q earn net incom rs crore,0.0,Neutral
4372,"HCL Tech Q2 results: Net profit rises 4% to Rs 3,259 crore, announces interim dividend of Rs 10 apiece",hcl tech q result net profit rise rs crore announc interim dividend rs apiec,0.0,Neutral
4373,Big Deal: Meet the female entrepreneurs storming Dalal Street,big deal meet femal entrepreneur storm dalal street,0.0,Neutral
4374,Rupee gains 11 paise to close at 75.26 against US dollar,rupe gain pais close us dollar,0.0,Neutral
4375,"Wipro Q2 results: Profit rises 17% to Rs 2,930 crore",wipro q result profit rise rs crore,0.0,Neutral
4376,"Avenue Supermarts Q2 preview: Street expects revenues at Rs 7,850 crore, margins around 8.5%",avenu supermart q preview street expect revenu rs crore margin around,0.0,Neutral
4377,"SEBI approves Nykaa IPO worth Rs 4,000 crore: Sources",sebi approv nykaa ipo worth rs crore sourc,0.3,Positive
4378,Jewellery store footfall 2.5 times higher than 2019,jewelleri store footfal time higher,0.25,Positive
4379,"CarDekho, now a unicorn, is eyeing IPO in 18 months: Report",cardekho unicorn eye ipo month report,0.0,Neutral
4380,"Wipro, Mindtree, Adani Ports and more: Key stocks that moved most on Oct 14",wipro mindtre adani port key stock move oct,0.0,Neutral
4381,Coal shortage issue partly seasonal,coal shortag issu partli season,0.0,Neutral
4382,"Tata Motors’ rally: Domestic biz promising, EV strategy ahead of competitors, says Kotak Institutional Equities",tata motor ralli domest biz promis ev strategi ahead competitor say kotak institut equiti,0.0,Neutral
4383,"Prospects for Tata Group stocks improving; stay with largecaps, says Avendus’ Andrew Holland",prospect tata group stock improv stay largecap say avendu andrew holland,0.0,Neutral
4384,India to get foreign inflows on preferred basis,india get foreign inflow prefer basi,-0.125,Negative
4385,"Closing Bell: Sensex rises 569 points to finish above 61,300; Nifty settles at 18,339",close bell sensex rise point finish nifti settl,0.0,Neutral
4386,Energy inflation important in relation to rising prices in India: Bank Julius Baer's Mark Matthews,energi inflat import relat rise price india bank juliu baer mark matthew,0.0,Neutral
4387,"IT upcycle has just begun; Mindtree, L&T Infotech to do much better, says Edelweiss Securities' Sandip Agarwal",upcycl begun mindtre l infotech much better say edelweiss secur sandip agarw,0.5,Positive
4388,HDFC Bank Q2 preview: Street anticipating QoQ PAT growth to be best in 3 quarters,hdfc bank q preview street anticip qoq pat growth best quarter,1.0,Positive
4389,"Stock market highlights: Sensex closes above 61,300; Nifty ends above 18,300; HDFC Bank top gainer, HCL Tech dips ahead of Q2 results",stock market highlight sensex close nifti end hdfc bank top gainer hcl tech dip ahead q result,0.5,Positive
4390,"As Tata Motors shares rally, its DVRs may be a good bet, say analysts",tata motor share ralli dvr may good bet say analyst,0.7,Positive
4391,"How a tadka of interest & ambition carved way for machine-based investing, decodes Upside AI's Kanika Agarrwal",tadka interest ambit carv way machin base invest decod upsid ai kanika agarrw,-0.8,Negative
4392,"World stocks up as inflation pulls forward rate hike bets, dollar subdued",world stock inflat pull forward rate hike bet dollar subdu,0.0,Neutral
4393,Oil market still faces uncertainties due to COVID-19: OPEC chief,oil market still face uncertainti due covid opec chief,-0.125,Negative
4394,Oil rises on expectation high natural gas to drive switch for heating,oil rise expect high natur ga drive switch heat,0.16,Positive
4395,Technical stock picks: Analysts' top short-term bets now,technic stock pick analyst top short term bet,0.25,Positive
4396,Tata Group betting on new age businesses,tata group bet new age busi,0.13636363636363635,Positive
4397,Rupee gains 12 paise to 75.25 against US dollar in early trade,rupe gain pais us dollar earli trade,0.0,Neutral
4398,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: Infosys, ITC, Federal Bank and more",top stock tip sudarshan sukhani mitessh thakkar infosi itc feder bank,0.5,Positive
4399,Mindtree zooms nearly 10% as July-September sales beat Street's view,mindtre zoom nearli juli septemb sale beat street view,0.0,Neutral
4400,"Infosys shares gain 4% on better-than-expected Q2 profit, hike in revenue guidance",infosi share gain better expect q profit hike revenu guidanc,0.5,Positive
4401,Wipro shares rise 5% on company's upbeat growth outlook for FY22,wipro share rise compani upbeat growth outlook fy,0.0,Neutral
4402,"Opening Bell: Sensex, Nifty open at record highs; Infosys, Wipro zoom",open bell sensex nifti open record high infosi wipro zoom,0.05333333333333334,Positive
4403,"Thursday's top brokerage calls: Infosys, Wipro and more",thursday top brokerag call infosi wipro,0.5,Positive
4404,Trade setup for Oct 14: More steam left in Nifty50? Key market cues before Thursday’s session,trade setup oct steam left nifti key market cue thursday session,0.0,Neutral
4405,"Key bond market deals: SBI, Dabur India, Tata Steel",key bond market deal sbi dabur india tata steel,0.0,Neutral
4406,Here's a look at buzzing stocks for trade on Oct 14,look buzz stock trade oct,0.0,Neutral
4407,CNBC-TV18’s top stocks to watch out for on October 14,cnbc tv top stock watch octob,0.5,Positive
4408,10 things you need to know before the opening bell on October 14,thing need know open bell octob,0.0,Neutral
4409,Dish TV board rejects Yes Bank's requisition to call EGM for reconstitution of board,dish tv board reject ye bank requisit call egm reconstitut board,0.0,Neutral
4410,40% of employees likely to quit their jobs in 3-6 months: Survey,employe like quit job month survey,0.0,Neutral
4411,Should Indian foreign portfolio investors opt for US-listed ETFs?,indian foreign portfolio investor opt us list etf,-0.125,Negative
4412,View: Invest in new economy companies gradually over 2-3 years,view invest new economi compani gradual year,0.13636363636363635,Positive
4413,Infosys beats analysts' Q2FY22 expectations on revenue and margin,infosi beat analyst q fy expect revenu margin,0.0,Neutral
4414,"Infosys to hire 45,000 freshers in FY22, up from earlier forecast of 35,000",infosi hire fresher fy earlier forecast,0.0,Neutral
4415,Rupee recovers 15 paise to close at 75.37 against US dollar,rupe recov pais close us dollar,0.0,Neutral
4416,"Tata Motors, Tata Chemicals, Adani Ports and more: Key stocks that moved the most on Oct 13",tata motor tata chemic adani port key stock move oct,0.0,Neutral
4417,How to diversify equity portfolio with global equities,diversifi equiti portfolio global equiti,0.0,Neutral
4418,"Tata Group stocks shine on back of Rs 7,500 crore TPG funding",tata group stock shine back rs crore tpg fund,0.0,Neutral
4419,"Market Highlights: Sensex settles at 60,766; Nifty at 18,173; Tata Motors zooms 21%",market highlight sensex settl nifti tata motor zoom,0.0,Neutral
4420,"Closing Bell: Sensex, Nifty close at record highs; Tata Motors shoots 20%",close bell sensex nifti close record high tata motor shoot,0.16,Positive
4421,"Expect gold to touch $2,200 in 1 to 2 years, says IBJA's Surendra Mehta",expect gold touch year say ibja surendra mehta,0.0,Neutral
4422,"Gold Price Today: Yellow metal edges higher, near Rs 47,250; should you take positions?",gold price today yellow metal edg higher near rs take posit,0.11666666666666665,Positive
4423,Esop Effect: Digital payment service MobiKwik becomes a unicorn ahead of IPO,esop effect digit payment servic mobikwik becom unicorn ahead ipo,0.0,Neutral
4424,Reliance Industries on acquisition spree,relianc industri acquisit spree,0.0,Neutral
4425,Mindtree shares rise ahead of September quarter earnings,mindtre share rise ahead septemb quarter earn,0.0,Neutral
4426,Wipro shares up 1% ahead of Q2FY22 earnings announcement,wipro share ahead q fy earn announc,0.0,Neutral
4427,"Major progress made on LIC divestment plan, says Finance Secretary TV Somanathan",major progress made lic divest plan say financ secretari tv somanathan,0.0625,Positive
4428,Infosys shares rise 1% ahead of September quarter results,infosi share rise ahead septemb quarter result,0.0,Neutral
4429,Rupee rises 26 paise to 75.26 against US dollar in early trade,rupe rise pais us dollar earli trade,0.0,Neutral
4430,"Infosys, Wipro, Mindtree shares in focus ahead of Q2 results",infosi wipro mindtre share focu ahead q result,0.0,Neutral
4431,"Tata Motors hits fresh 52-week high, jumps 10%; stock rallies 46% in past 5 days",tata motor hit fresh week high jump stock ralli past day,0.06999999999999999,Positive
4432,"BLOG: Indian market enjoying a Manike Mage Hithe moment, says Ventura",blog indian market enjoy manik mage hith moment say ventura,0.4,Positive
4433,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: Havells, Canara Bank, JSW Steel and more",top stock tip sudarshan sukhani mitessh thakkar havel canara bank jsw steel,0.5,Positive
4434,"Asian markets nervous amid inflation fears, high dollar",asian market nervou amid inflat fear high dollar,0.08,Positive
4435,"Opening Bell: Sensex, Nifty open at record highs; Tata Motors gains over 10%",open bell sensex nifti open record high tata motor gain,0.05333333333333334,Positive
4436,Will Indian exporters continue to benefit from rupee’s lifetime low versus yuan?,indian export continu benefit rupe lifetim low versu yuan,0.0,Neutral
4437,"Key bond market deals: SBI, L&T Finance, Sundaram Home Finance",key bond market deal sbi l financ sundaram home financ,0.0,Neutral
4438,"MarketBuzz Podcast With Sonia Shenoy: Sensex, Nifty likely to open higher; Infosys, Wipro, Mindtree in focus",marketbuzz podcast sonia shenoy sensex nifti like open higher infosi wipro mindtre focu,0.125,Positive
4439,Here's a look at buzzing stocks for trade on Oct 13,look buzz stock trade oct,0.0,Neutral
4440,Wednesday's top brokerage calls: Tata Motors and Adani Ports,wednesday top brokerag call tata motor adani port,0.5,Positive
4441,Trade setup for Oct 13: More upside for Nifty50 ahead? Key market cues before Wednesday’s session,trade setup oct upsid nifti ahead key market cue wednesday session,0.0,Neutral
4442,Dollar holds near one-year high amid bets for earlier Fed rate hike,dollar hold near one year high amid bet earlier fed rate hike,0.08666666666666667,Positive
4443,10 things you need to know before the opening bell on October 13,thing need know open bell octob,0.0,Neutral
4444,CNBC-TV18’s top stocks to watch out for on October 13,cnbc tv top stock watch octob,0.5,Positive
4445,"US stock markets: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Tuesday",us stock market p dow jone nasdaq russel fare tuesday,0.0,Neutral
4446,Invesco had approached Goenka with merger proposal with certain entities owned by a large Indian group: ZEEL,invesco approach goenka merger propos certain entiti own larg indian group zeel,0.40714285714285714,Positive
4447,"Ujjivan Small Fin Bank gains 10%; disbursements jump 114%, deposits grow 13% YoY",ujjivan small fin bank gain disburs jump deposit grow yoy,-0.25,Negative
4448,Explained: What's driving the crude oil rally and is $100 a barrel a possibility?,explain drive crude oil ralli barrel possibl,-0.7,Negative
4449,"Banning futures trading in agri commodities is a retrograde step, say experts",ban futur trade agri commod retrograd step say expert,0.0,Neutral
4450,Tata Motors hits fresh 52-week high,tata motor hit fresh week high,0.22999999999999998,Positive
4451,Bullish broker calls lift Radico Khaitan to record high,bullish broker call lift radico khaitan record high,0.16,Positive
4452,Govt aims to launch LIC IPO by March 2022,govt aim launch lic ipo march,0.0,Neutral
4453,Goldman Sachs bullish on Radico Khaitan as stock rallies 14.5%,goldman sach bullish radico khaitan stock ralli,0.0,Neutral
4454,Rupee declines 16 paise to 75.52,rupe declin pais,0.0,Neutral
4455,"Radico Khaitan, Delta Corp and more: Key stocks that moved the most on Oct 12",radico khaitan delta corp key stock move oct,0.0,Neutral
4456,"Stock Market Highlights: Sensex ends 149 points higher, Nifty at 17,992 as market scales new peaks",stock market highlight sensex end point higher nifti market scale new peak,0.19318181818181818,Positive
4457,"Closing Bell: Nifty 8 points shy of Mount 18,000 as market extends record-breaking run",close bell nifti point shi mount market extend record break run,0.0,Neutral
4458,Will rupee test 75.50 levels against dollar?,rupe test level dollar,0.0,Neutral
4459,"Gold Price Today: Yellow metal steady near Rs 47,150; should you take positions?",gold price today yellow metal steadi near rs take posit,0.05,Positive
4460,Coal prices continue to rise globally,coal price continu rise global,0.0,Neutral
4461,Moneycontrol Pro: Here’s why investors should accumulate Gulf Oil Lubricants for long term,moneycontrol pro investor accumul gulf oil lubric long term,-0.05,Negative
4462,"Nippon MF’s Bhan is betting on commercial vehicle cos; hospitals, diagnostics too on buy list",nippon mf bhan bet commerci vehicl co hospit diagnost buy list,0.0,Neutral
4463,"Radico Khaitan, IDBI Bank, BHEL among midcap stocks that buzzed in trade on Tuesday",radico khaitan idbi bank bhel among midcap stock buzz trade tuesday,0.0,Neutral
4464,"Should investors continue to hold TCS shares, add on dips?",investor continu hold tc share add dip,0.0,Neutral
4465,Rupee falls 6 paise to 75.42 against US dollar in early trade,rupe fall pais us dollar earli trade,0.0,Neutral
4466,Vodafone fails to sustain early gains,vodafon fail sustain earli gain,-0.5,Negative
4467,"Opening Bell: Sensex recoups opening losses, up 100 points; Tata Motors, Bajaj Auto top gainers",open bell sensex recoup open loss point tata motor bajaj auto top gainer,0.16666666666666666,Positive
4468,Rakesh Jhunjhunwala-owned stock rises 10% to 52-week high,rakesh jhunjhunwala own stock rise week high,0.38,Positive
4469,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: ITC, Maruti, Godrej Consumer, Cadila and more",top stock tip sudarshan sukhani mitessh thakkar itc maruti godrej consum cadila,0.5,Positive
4470,"India's Q4 underperformance likely due to portfolio repositioning; betting on banks, autos: CLSA",india q underperform like due portfolio reposit bet bank auto clsa,-0.125,Negative
4471,CNBC-TV18’s top stocks to watch out for on October 12,cnbc tv top stock watch octob,0.5,Positive
4472,Asian markets fall as global energy crunch fuels inflation worries,asian market fall global energi crunch fuel inflat worri,0.0,Neutral
4473,10 things you need to know before the opening bell on October 12,thing need know open bell octob,0.0,Neutral
4474,Here's a look at buzzing stocks for trade on October 12,look buzz stock trade octob,0.0,Neutral
4475,"Key bond market deals: Reliance Jio Infocomm, ICICI Home Finance, Kotak Securities",key bond market deal relianc jio infocomm icici home financ kotak secur,0.0,Neutral
4476,"MarketBuzz Podcast With Sonia Shenoy: Sensex, Nifty likely to open lower amid weak global cues",marketbuzz podcast sonia shenoy sensex nifti like open lower amid weak global cue,-0.125,Negative
4477,"What to expect from IT stocks after worst day for TCS, Nifty IT in months",expect stock worst day tc nifti month,-1.0,Negative
4478,"Tuesday's top brokerage calls: Bharti Airtel, banks and more",tuesday top brokerag call bharti airtel bank,0.5,Positive
4479,"Trade setup for Oct 12: Will Nifty take out 18,000 decisively anytime soon? Key market cues before Tuesday’s session",trade setup oct nifti take decis anytim soon key market cue tuesday session,0.0,Neutral
4480,"US stock market: How S&P 500, Dow Jones, Nasdaq, Russell 2000 indices fared on Monday",us stock market p dow jone nasdaq russel indic fare monday,0.0,Neutral
4481,Worried Sony-Zee deal will enrich Chandra family at cost of shareholders: Invesco,worri soni zee deal enrich chandra famili cost sharehold invesco,0.0,Neutral
4482,Active vs Passive Mutual Funds: Which one should you buy?,activ vs passiv mutual fund one buy,0.0,Neutral
4483,NSE launches weekly USD-INR futures contracts,nse launch weekli usd inr futur contract,0.0,Neutral
4484,"Top news of Oct 11: RIL hits fresh record high, Akasa Air set to take off next summer and more",top news oct ril hit fresh record high akasa air set take next summer,0.24000000000000002,Positive
4485,RBI issues revised operational guidelines on on-tap SLTRO scheme for SFBs,rbi issu revis oper guidelin tap sltro scheme sfb,0.0,Neutral
4486,20% CAGR on equities will likely trigger significant correction in Indian markets: Shankar Sharma,cagr equiti like trigger signific correct indian market shankar sharma,0.0,Neutral
4487,"Krsnaa Diagnostics Q2 Earnings: Net profit down 63% YoY at Rs 12.5 crore, revenue down 55%",krsnaa diagnost q earn net profit yoy rs crore revenu,0.0,Neutral
4488,Tata Motors hits fresh 52-week high,tata motor hit fresh week high,0.22999999999999998,Positive
4489,"RIL hits fresh record high on green push; shares up 2% after stake acquisition in REC Solar, Sterling & Wilson",ril hit fresh record high green push share stake acquisit rec solar sterl wilson,0.08666666666666666,Positive
4490,Maruti Suzuki closes over 3% after company plans to expand mobile services vans,maruti suzuki close compani plan expand mobil servic van,0.0,Neutral
4491,Stock Market Highlights: Sensex ends 77 points higher as market extends gains to third day in a row,stock market highlight sensex end point higher market extend gain third day row,0.125,Positive
4492,"Tata Power, Maruti Suzuki and more: Key stocks that moved the most on Oct 11",tata power maruti suzuki key stock move oct,0.0,Neutral
4493,Rupee slumps 37 paise to close at 15-month low of 75.36 against US dollar,rupe slump pais close month low us dollar,0.0,Neutral
4494,Kotak Institutional Equities raises Interglobe Aviation target price,kotak institut equiti rais interglob aviat target price,0.0,Neutral
4495,"TCS shares: Should you hold, sell or buy after second quarter earnings?",tc share hold sell buy second quarter earn,0.0,Neutral
4496,"Nifty off Mount 18k but ends at record 17,946 as market extends gains to third day; IT shares slump",nifti mount k end record market extend gain third day share slump,0.0,Neutral
4497,Brent crude likely to test 2018 highs at $87 per barrel: Probis Securities,brent crude like test high per barrel probi secur,-0.26999999999999996,Negative
4498,"Technical stock picks: Polycab, Voltas, Trent, Bharat Forge and other top short-term bets from analysts",technic stock pick polycab volta trent bharat forg top short term bet analyst,0.25,Positive
4499,Avenue Supermarts' mcap tops Rs 3 lakh crore as shares hit record high,avenu supermart mcap top rs lakh crore share hit record high,0.33,Positive
4500,Power stocks in limelight as demand outlook seen improving,power stock limelight demand outlook seen improv,0.0,Neutral
4501,"Nifty covers 1,000-point distance to Mount 18k in 41 days; here's a look at the journey",nifti cover point distanc mount k day look journey,0.0,Neutral
4502,"9 months after filing draft paper, Aadhaar Housing Finance awaiting Sebi's nod for IPO rollout",month file draft paper aadhaar hous financ await sebi nod ipo rollout,0.0,Neutral
4503,"Nifty hits 18,000 for first time as market surges to all-time highs",nifti hit first time market surg time high,0.20500000000000002,Positive
4504,Rupee slumps 17 paise to 75.16 against US dollar in early trade,rupe slump pais us dollar earli trade,0.0,Neutral
4505,"Top stock tips by Sudarshan Sukhani, Mitessh Thakkar: IndiaMart, MRF, Jubilant FoodWorks and more",top stock tip sudarshan sukhani mitessh thakkar indiamart mrf jubil foodwork,0.5,Positive
4506,"Aditya Birla Sun Life AMC makes tepid debut, shares list at Rs 715",aditya birla sun life amc make tepid debut share list rs,0.0,Neutral
4507,"Opening Bell: Nifty at all-time high led by RIL; Sensex up over 200 points, TCS falls 6%",open bell nifti time high led ril sensex point tc fall,0.08,Positive
4508,Wells Fargo favourable on India but neutral on EMs,well fargo favour india neutral em,0.0,Neutral
4509,"Asian shares bounce back, dollar breaks higher on yen",asian share bounc back dollar break higher yen,0.08333333333333333,Positive
4510,"Monday's top brokerage calls: TCS, Tata Motors and Motherson Sumi",monday top brokerag call tc tata motor motherson sumi,0.5,Positive
4511,"Buzzing stocks for trade on October 11: TCS, RIL, Tata Motors and more",buzz stock trade octob tc ril tata motor,0.0,Neutral
4512,"MarketBuzz Podcast With Sonia Shenoy: Sensex, Nifty likely to make flat opening; TCS shares in focus",marketbuzz podcast sonia shenoy sensex nifti like make flat open tc share focu,-0.0125,Negative
4513,10 things you need to know before the opening bell on October 11,thing need know open bell octob,0.0,Neutral
4514,CNBC-TV18's top stocks to watch out for on Oct 11,cnbc tv top stock watch oct,0.5,Positive
4515,Trade setup for Oct 11: How long before Nifty climbs Mount 18k? Key market cues before Monday’s session,trade setup oct long nifti climb mount k key market cue monday session,-0.025,Negative
4516,"D-Street diary: Zee's options, Airtel rights, sucker bulk deal, promoters' arbitrage",street diari zee option airtel right sucker bulk deal promot arbitrag,-0.007142857142857145,Negative
4517,"Key bond market deals: RIL, IRFC, Godrej Industries",key bond market deal ril irfc godrej industri,0.0,Neutral
4518,"Asian markets fall, as global inflation worry favoured commodities as hedge",asian market fall global inflat worri favour commod hedg,0.0,Neutral
4519,"FPIs invest Rs 1,997 crore so far in October",fpi invest rs crore far octob,0.1,Positive
4520,Market-cap of 8 of top-10 most valued cos jump Rs 2.32 lakh crore,market cap top valu co jump rs lakh crore,0.5,Positive
4521,Reliance Industries' new energy arm buys REC Solar for $771 mn enterprise value,relianc industri new energi arm buy rec solar mn enterpris valu,0.13636363636363635,Positive
4522,"The Week Ahead: Q2 earnings, macro data likely to impact market",week ahead q earn macro data like impact market,0.0,Neutral
4523,Game theory: What cricket taught Keki Mistry about management,game theori cricket taught keki mistri manag,-0.4,Negative
4524,Sensex back atop Mount 60k with 2% weekly gain,sensex back atop mount k weekli gain,0.0,Neutral
4525,"Continue to remain positive on auto, PSU, metal sectors, says market expert Rohit Srivastava",continu remain posit auto psu metal sector say market expert rohit srivastava,0.0,Neutral
4526,"TCS Q2 Results Highlights: Tata Consultancy Services kicks off earnings season, net profit up 6.8% QoQ at Rs 9,624 crore, revenue up 3.2%",tc q result highlight tata consult servic kick earn season net profit qoq rs crore revenu,0.0,Neutral
4527,Govt to launch auction of 40 new coal mines next week,govt launch auction new coal mine next week,0.06818181818181818,Positive
4528,Truecaller has over 200 million users in India and we are excited to get to another 200 million: CEO Alan Mamedi,truecal million user india excit get anoth million ceo alan mamedi,0.0,Neutral
4529,"Skills, democracy main drivers of growth: Rakesh Jhunjhunwala",skill democraci main driver growth rakesh jhunjhunwala,0.16666666666666666,Positive
4530,Expert talk: Is it right time to invest in large and mid-cap funds?,expert talk right time invest larg mid cap fund,0.14285714285714285,Positive
4531,RBI Monetary Policy: What it means for markets,rbi monetari polici mean market,-0.3125,Negative
4532,IEX surged in trade today: What fuelled power exchange stock?,iex surg trade today fuell power exchang stock,0.0,Neutral
4533,Metals will drive 60% of Nifty EPS growth in Q2FY22,metal drive nifti ep growth q fy,0.0,Neutral
4534,Rupee slumps 20 paise to close at 74.99 against US dollar,rupe slump pais close us dollar,0.0,Neutral
4535,"Stock Market Highlights: Nifty50 hits record closing high of 17,895, Sensex jumps 381 points after RBI announcements",stock market highlight nifti hit record close high sensex jump point rbi announc,0.16,Positive
4536,"RIL, Tata Motors, Dixon Tech and more: Key stocks that moved the most on Oct 8",ril tata motor dixon tech key stock move oct,0.0,Neutral
4537,"Closing Bell: Nifty50 hits record 17,895 as market extends gains to second day after RBI policy",close bell nifti hit record market extend gain second day rbi polici,0.0,Neutral
4538,Reliance Industries 1st Indian company to hit Rs 18 lakh crore mcap as shares roar to record high,relianc industri st indian compani hit rs lakh crore mcap share roar record high,0.16,Positive
4539,Sebi bars NCDEX from launching new mustard seed contracts,sebi bar ncdex launch new mustard seed contract,0.13636363636363635,Positive
4540,"Exclusive: MobiKwik gets SEBI nod for IPO, may launch before Diwali",exclus mobikwik get sebi nod ipo may launch diwali,0.0,Neutral
4541,"Opening Bell: Sensex, Nifty open higher amid strong global cues; jewellery stocks in focus",open bell sensex nifti open higher amid strong global cue jewelleri stock focu,0.13666666666666666,Positive
4542,"RBI Monetary Policy: FY22 GDP growth forecast retained at 9.5%; Q2, Q3 projections raised",rbi monetari polici fy gdp growth forecast retain q q project rais,0.0,Neutral
4543,RBI policy: MPC proposes framework for leveraging geo-tagging tech on payment infra,rbi polici mpc propos framework leverag geo tag tech payment infra,0.0,Neutral
4544,"Top stock tips by Prakash Gaba, Mitessh Thakkar: TCS, Pidilite, Dabur and more",top stock tip prakash gaba mitessh thakkar tc pidilit dabur,0.5,Positive
4545,Tata Motors shares scale 52-week high,tata motor share scale week high,0.16,Positive
4546,"Opening Bell: Sensex up by 280 points, Nifty at 17,886 ahead of RBI MPC decision, TCS results",open bell sensex point nifti ahead rbi mpc decis tc result,0.0,Neutral
4547,Earnings preview: TCS Q2 results today,earn preview tc q result today,0.0,Neutral
4548,"Friday's top brokerage calls: M&M, Piramal Enterprises and more",friday top brokerag call piram enterpris,0.5,Positive
4549,"Marketbuzz Podcast With Reema Tendulkar: Sensex, Nifty50 likely to open higher ahead of RBI policy statement",marketbuzz podcast reema tendulkar sensex nifti like open higher ahead rbi polici statement,0.125,Positive
4550,"Key bond market deals: PNB, BHEL, Godrej Industries",key bond market deal pnb bhel godrej industri,0.0,Neutral
4551,10 things you need to know before the opening bell on October 8,thing need know open bell octob,0.0,Neutral
4552,Dollar steady ahead of US jobs data,dollar steadi ahead us job data,0.0,Neutral
4553,Trade setup for Oct 8: Nifty50 to stay rangebound before RBI policy? Key market cues before Friday’s session,trade setup oct nifti stay rangebound rbi polici key market cue friday session,0.0,Neutral
4554,CNBC-TV18's top stocks to watch out for on Oct 8,cnbc tv top stock watch oct,0.5,Positive
4555,"RBI policy today: Economists expect status quo on rates, move towards pre-pandemic liquidity framework",rbi polici today economist expect statu quo rate move toward pre pandem liquid framework,0.0,Neutral
4556,"Sports betting: Nasdaq wagers on trend, sees retail brokers joining",sport bet nasdaq wager trend see retail broker join,0.0,Neutral
4557,Chinese markets return from break to more Evergrande angst,chines market return break evergrand angst,0.0,Neutral
4558,"Stock markets rebound as stagflation fears, energy prices ease",stock market rebound stagflat fear energi price eas,0.0,Neutral
4559,"US stock market: How S&P 500, Dow Jones, Nasdaq, Russell 2000 fared on Thursday",us stock market p dow jone nasdaq russel fare thursday,0.0,Neutral
4560,"Top News of Oct 7: Zee-Invesco saga continues, RBI monetary policy on Friday and more",top news oct zee invesco saga continu rbi monetari polici friday,0.5,Positive
